1, 1131
2, 769
3, 804
4, 783
5, 761
6, 790
7, 788
8, 789
9, 787
10, 779
11, 793
12, 803
13, 878
14, 783
15, 759
16, 813
17, 747
18, 822
19, 869
20, 798
21, 946
22, 803
23, 834
24, 787
25, 781
26, 763
27, 822
28, 833
29, 797
30, 851
