1, 2305
2, 1641
3, 1501
4, 1518
5, 1546
6, 1565
7, 1534
8, 1508
9, 1532
10, 1549
11, 1580
12, 1543
13, 1522
14, 1502
15, 1538
16, 1451
17, 1514
18, 1488
19, 1883
20, 1570
21, 1623
22, 1678
23, 1573
24, 1625
25, 1625
26, 1520
27, 1504
28, 1536
29, 1568
30, 1650
