1, 875
2, 857
3, 805
4, 725
5, 773
6, 776
7, 714
8, 791
9, 716
10, 761
11, 775
12, 721
13, 759
14, 768
15, 721
16, 786
17, 777
18, 791
19, 718
20, 784
21, 833
22, 741
23, 781
24, 837
25, 827
26, 770
27, 806
28, 801
29, 793
30, 785
